# Integration time = 100 ms
# Spectrometer: USB2000
# Time: 2023-07-18 09:59:13.170444

# x (wavelengths), y (counts)
7.246260828508791292E+02 , 2.180000000000000000E+02
7.249622880365899391E+02 , 2.150000000000000000E+02
7.252984415138753320E+02 , 2.090000000000000000E+02
7.256345432652582303E+02 , 2.050000000000000000E+02
7.259705932732612155E+02 , 2.070000000000000000E+02
7.263065915204070961E+02 , 2.070000000000000000E+02
7.266425379892186811E+02 , 2.150000000000000000E+02
7.269784326622188928E+02 , 2.110000000000000000E+02
7.273142755219301989E+02 , 2.120000000000000000E+02
7.276500665508757493E+02 , 2.160000000000000000E+02
7.279858057315780115E+02 , 2.110000000000000000E+02
7.283214930465600219E+02 , 2.080000000000000000E+02
7.286571284783443616E+02 , 2.110000000000000000E+02
7.289927120094538395E+02 , 2.130000000000000000E+02
7.293282436224112644E+02 , 2.090000000000000000E+02
7.296637232997394449E+02 , 2.110000000000000000E+02
7.299991510239611898E+02 , 2.140000000000000000E+02
7.303345267775993079E+02 , 2.120000000000000000E+02
7.306698505431764943E+02 , 2.100000000000000000E+02
7.310051223032153302E+02 , 2.140000000000000000E+02
7.313403420402388520E+02 , 2.080000000000000000E+02
7.316755097367698681E+02 , 2.080000000000000000E+02
7.320106253753313013E+02 , 2.120000000000000000E+02
7.323456889384453916E+02 , 2.080000000000000000E+02
7.326807004086355164E+02 , 2.090000000000000000E+02
7.330156597684240296E+02 , 2.100000000000000000E+02
7.333505670003337400E+02 , 2.080000000000000000E+02
7.336854220868876837E+02 , 2.130000000000000000E+02
7.340202250106084421E+02 , 2.080000000000000000E+02
7.343549757540190512E+02 , 2.100000000000000000E+02
7.346896742996418652E+02 , 2.090000000000000000E+02
7.350243206300000338E+02 , 2.140000000000000000E+02
7.353589147276162521E+02 , 2.120000000000000000E+02
7.356934565750129877E+02 , 2.130000000000000000E+02
7.360279461547135043E+02 , 2.060000000000000000E+02
7.363623834492401556E+02 , 2.020000000000000000E+02
7.366967684411162054E+02 , 2.130000000000000000E+02
7.370311011128641212E+02 , 2.110000000000000000E+02
7.373653814470067118E+02 , 2.130000000000000000E+02
7.376996094260665586E+02 , 2.100000000000000000E+02
7.380337850325666977E+02 , 2.140000000000000000E+02
7.383679082490299379E+02 , 2.130000000000000000E+02
7.387019790579789742E+02 , 2.090000000000000000E+02
7.390359974419366154E+02 , 2.120000000000000000E+02
7.393699633834256701E+02 , 2.220000000000000000E+02
7.397038768649687199E+02 , 2.110000000000000000E+02
7.400377378690888008E+02 , 2.160000000000000000E+02
7.403715463783084942E+02 , 2.150000000000000000E+02
7.407053023751506089E+02 , 2.110000000000000000E+02
7.410390058421381809E+02 , 2.100000000000000000E+02
7.413726567617937917E+02 , 2.090000000000000000E+02
7.417062551166400226E+02 , 2.170000000000000000E+02
7.420398008891999098E+02 , 2.130000000000000000E+02
7.423732940619962619E+02 , 2.100000000000000000E+02
7.427067346175516604E+02 , 2.090000000000000000E+02
7.430401225383891415E+02 , 2.110000000000000000E+02
7.433734578070311727E+02 , 2.170000000000000000E+02
7.437067404060010176E+02 , 2.110000000000000000E+02
7.440399703178208028E+02 , 2.100000000000000000E+02
7.443731475250136782E+02 , 2.130000000000000000E+02
7.447062720101025661E+02 , 2.080000000000000000E+02
7.450393437556099343E+02 , 2.120000000000000000E+02
7.453723627440588189E+02 , 2.130000000000000000E+02
7.457053289579718012E+02 , 2.050000000000000000E+02
7.460382423798719174E+02 , 2.160000000000000000E+02
7.463711029922816351E+02 , 2.090000000000000000E+02
7.467039107777237632E+02 , 2.080000000000000000E+02
7.470366657187212240E+02 , 2.090000000000000000E+02
7.473693677977968264E+02 , 2.120000000000000000E+02
7.477020169974733790E+02 , 2.100000000000000000E+02
7.480346133002734632E+02 , 2.120000000000000000E+02
7.483671566887201152E+02 , 2.130000000000000000E+02
7.486996471453356889E+02 , 2.090000000000000000E+02
7.490320846526434480E+02 , 2.140000000000000000E+02
7.493644691931658599E+02 , 2.070000000000000000E+02
7.496968007494259609E+02 , 2.120000000000000000E+02
7.500290793039462187E+02 , 2.090000000000000000E+02
7.503613048392497831E+02 , 2.160000000000000000E+02
7.506934773378590080E+02 , 2.070000000000000000E+02
7.510255967822969296E+02 , 2.160000000000000000E+02
7.513576631550863567E+02 , 2.120000000000000000E+02
7.516896764387498706E+02 , 2.130000000000000000E+02
7.520216366158107348E+02 , 2.090000000000000000E+02
7.523535436687910760E+02 , 2.120000000000000000E+02
7.526853975802140440E+02 , 2.110000000000000000E+02
7.530171983326024474E+02 , 2.120000000000000000E+02
7.533489459084787541E+02 , 2.100000000000000000E+02
7.536806402903661137E+02 , 2.070000000000000000E+02
7.540122814607871078E+02 , 2.090000000000000000E+02
7.543438694022646587E+02 , 2.150000000000000000E+02
7.546754040973213478E+02 , 2.110000000000000000E+02
7.550068855284799838E+02 , 2.130000000000000000E+02
7.553383136782634892E+02 , 2.130000000000000000E+02
7.556696885291945591E+02 , 2.130000000000000000E+02
7.560010100637960022E+02 , 2.160000000000000000E+02
7.563322782645907409E+02 , 2.070000000000000000E+02
7.566634931141012430E+02 , 2.100000000000000000E+02
7.569946545948505445E+02 , 2.130000000000000000E+02
7.573257626893612269E+02 , 2.110000000000000000E+02
7.576568173801562125E+02 , 2.110000000000000000E+02
7.579878186497580828E+02 , 2.060000000000000000E+02
7.583187664806899875E+02 , 2.070000000000000000E+02
7.586496608554745080E+02 , 2.150000000000000000E+02
7.589805017566342258E+02 , 2.180000000000000000E+02
7.593112891666922906E+02 , 2.130000000000000000E+02
7.596420230681711701E+02 , 2.100000000000000000E+02
7.599727034435936730E+02 , 2.110000000000000000E+02
7.603033302754828355E+02 , 2.130000000000000000E+02
7.606339035463612390E+02 , 2.180000000000000000E+02
7.609644232387516922E+02 , 2.210000000000000000E+02
7.612948893351771176E+02 , 2.110000000000000000E+02
7.616253018181599828E+02 , 2.150000000000000000E+02
7.619556606702233239E+02 , 2.060000000000000000E+02
7.622859658738898361E+02 , 2.050000000000000000E+02
7.626162174116822143E+02 , 2.070000000000000000E+02
7.629464152661234948E+02 , 2.120000000000000000E+02
7.632765594197362589E+02 , 2.110000000000000000E+02
7.636066498550434289E+02 , 2.060000000000000000E+02
7.639366865545674727E+02 , 2.160000000000000000E+02
7.642666695008313127E+02 , 2.200000000000000000E+02
7.645965986763578712E+02 , 2.070000000000000000E+02
7.649264740636700708E+02 , 2.040000000000000000E+02
7.652562956452901517E+02 , 2.130000000000000000E+02
7.655860634037414911E+02 , 2.100000000000000000E+02
7.659157773215464431E+02 , 2.110000000000000000E+02
7.662454373812279300E+02 , 2.100000000000000000E+02
7.665750435653087607E+02 , 2.100000000000000000E+02
7.669045958563116301E+02 , 2.150000000000000000E+02
7.672340942367594607E+02 , 2.110000000000000000E+02
7.675635386891749476E+02 , 2.090000000000000000E+02
7.678929291960810133E+02 , 2.050000000000000000E+02
7.682222657400000116E+02 , 2.120000000000000000E+02
7.685515483034550925E+02 , 2.130000000000000000E+02
7.688807768689689510E+02 , 2.160000000000000000E+02
7.692099514190643959E+02 , 2.120000000000000000E+02
7.695390719362643495E+02 , 2.130000000000000000E+02
7.698681384030913932E+02 , 2.070000000000000000E+02
7.701971508020681085E+02 , 2.070000000000000000E+02
7.705261091157175315E+02 , 2.060000000000000000E+02
7.708550133265625846E+02 , 2.120000000000000000E+02
7.711838634171257354E+02 , 2.260000000000000000E+02
7.715126593699300201E+02 , 2.160000000000000000E+02
7.718414011674980202E+02 , 2.170000000000000000E+02
7.721700887923526579E+02 , 2.110000000000000000E+02
7.724987222270166285E+02 , 2.050000000000000000E+02
7.728273014540127406E+02 , 2.140000000000000000E+02
7.731558264558636893E+02 , 2.060000000000000000E+02
7.734842972150923970E+02 , 2.100000000000000000E+02
7.738127137142216725E+02 , 2.090000000000000000E+02
7.741410759357740972E+02 , 2.110000000000000000E+02
7.744693838622727071E+02 , 2.110000000000000000E+02
7.747976374762399701E+02 , 2.120000000000000000E+02
7.751258367601989221E+02 , 2.110000000000000000E+02
7.754539816966721446E+02 , 2.100000000000000000E+02
7.757820722681825600E+02 , 2.090000000000000000E+02
7.761101084572530908E+02 , 2.150000000000000000E+02
7.764380902464063183E+02 , 2.060000000000000000E+02
7.767660176181649376E+02 , 2.120000000000000000E+02
7.770938905550517575E+02 , 2.100000000000000000E+02
7.774217090395897003E+02 , 2.100000000000000000E+02
7.777494730543014612E+02 , 2.130000000000000000E+02
7.780771825817099625E+02 , 2.120000000000000000E+02
7.784048376043378994E+02 , 2.170000000000000000E+02
7.787324381047078532E+02 , 2.090000000000000000E+02
7.790599840653428600E+02 , 2.070000000000000000E+02
7.793874754687655013E+02 , 2.090000000000000000E+02
7.797149122974986994E+02 , 2.090000000000000000E+02
7.800422945340651495E+02 , 2.090000000000000000E+02
7.803696221609878876E+02 , 2.110000000000000000E+02
7.806968951607894951E+02 , 2.150000000000000000E+02
7.810241135159924397E+02 , 2.130000000000000000E+02
7.813512772091199849E+02 , 2.250000000000000000E+02
7.816783862226947122E+02 , 2.150000000000000000E+02
7.820054405392394301E+02 , 2.150000000000000000E+02
7.823324401412768339E+02 , 2.110000000000000000E+02
7.826593850113299595E+02 , 2.100000000000000000E+02
7.829862751319212748E+02 , 2.050000000000000000E+02
7.833131104855737021E+02 , 2.090000000000000000E+02
7.836398910548099366E+02 , 2.120000000000000000E+02
7.839666168221530143E+02 , 2.110000000000000000E+02
7.842932877701252892E+02 , 2.120000000000000000E+02
7.846199038812500248E+02 , 2.090000000000000000E+02
7.849464651380495752E+02 , 2.080000000000000000E+02
7.852729715230470902E+02 , 2.130000000000000000E+02
7.855994230187650373E+02 , 2.070000000000000000E+02
7.859258196077263392E+02 , 2.110000000000000000E+02
7.862521612724536908E+02 , 2.130000000000000000E+02
7.865784479954700146E+02 , 2.110000000000000000E+02
7.869046797592981193E+02 , 2.120000000000000000E+02
7.872308565464605863E+02 , 2.120000000000000000E+02
7.875569783394803380E+02 , 2.140000000000000000E+02
7.878830451208800696E+02 , 2.060000000000000000E+02
7.882090568731824760E+02 , 2.070000000000000000E+02
7.885350135789105934E+02 , 2.110000000000000000E+02
7.888609152205871169E+02 , 2.100000000000000000E+02
7.891867617807347415E+02 , 2.150000000000000000E+02
7.895125532418763896E+02 , 2.120000000000000000E+02
7.898382895865345290E+02 , 2.070000000000000000E+02
7.901639707972321958E+02 , 2.100000000000000000E+02
7.904895968564920850E+02 , 2.120000000000000000E+02
7.908151677468371190E+02 , 2.110000000000000000E+02
7.911406834507899930E+02 , 2.140000000000000000E+02
7.914661439508734020E+02 , 2.080000000000000000E+02
7.917915492296102684E+02 , 2.080000000000000000E+02
7.921168992695231736E+02 , 2.050000000000000000E+02
7.924421940531350401E+02 , 2.090000000000000000E+02
7.927674335629687903E+02 , 2.100000000000000000E+02
7.930926177815468918E+02 , 2.100000000000000000E+02
7.934177466913922672E+02 , 2.110000000000000000E+02
7.937428202750278388E+02 , 2.070000000000000000E+02
7.940678385149760743E+02 , 2.080000000000000000E+02
7.943928013937600099E+02 , 2.130000000000000000E+02
7.947177088939023406E+02 , 2.150000000000000000E+02
7.950425609979257615E+02 , 2.070000000000000000E+02
7.953673576883533087E+02 , 2.130000000000000000E+02
7.956920989477074500E+02 , 2.120000000000000000E+02
7.960167847585113350E+02 , 2.090000000000000000E+02
7.963414151032873178E+02 , 2.080000000000000000E+02
7.966659899645584346E+02 , 2.100000000000000000E+02
7.969905093248473804E+02 , 2.090000000000000000E+02
7.973149731666768503E+02 , 2.100000000000000000E+02
7.976393814725699940E+02 , 2.080000000000000000E+02
7.979637342250492793E+02 , 2.090000000000000000E+02
7.982880314066375149E+02 , 2.160000000000000000E+02
7.986122729998573959E+02 , 2.100000000000000000E+02
7.989364589872319584E+02 , 2.100000000000000000E+02
7.992605893512836701E+02 , 2.130000000000000000E+02
7.995846640745356808E+02 , 2.150000000000000000E+02
7.999086831395104582E+02 , 2.100000000000000000E+02
8.002326465287310384E+02 , 2.130000000000000000E+02
8.005565542247198891E+02 , 2.110000000000000000E+02
8.008804062100000465E+02 , 2.090000000000000000E+02
8.012042024670940918E+02 , 2.100000000000000000E+02
8.015279429785249476E+02 , 2.070000000000000000E+02
8.018516277268155363E+02 , 2.150000000000000000E+02
8.021752566944884393E+02 , 2.100000000000000000E+02
8.024988298640663515E+02 , 2.090000000000000000E+02
8.028223472180720819E+02 , 2.120000000000000000E+02
8.031458087390285527E+02 , 2.140000000000000000E+02
8.034692144094585728E+02 , 2.120000000000000000E+02
8.037925642118848373E+02 , 2.110000000000000000E+02
8.041158581288300411E+02 , 2.110000000000000000E+02
8.044390961428171067E+02 , 2.100000000000000000E+02
8.047622782363686156E+02 , 2.060000000000000000E+02
8.050854043920076037E+02 , 2.110000000000000000E+02
8.054084745922567663E+02 , 2.170000000000000000E+02
8.057314888196385709E+02 , 2.110000000000000000E+02
8.060544470566765085E+02 , 2.150000000000000000E+02
8.063773492858925920E+02 , 2.160000000000000000E+02
8.067001954898101985E+02 , 2.170000000000000000E+02
8.070229856509516821E+02 , 2.170000000000000000E+02
8.073457197518400790E+02 , 2.130000000000000000E+02
8.076683977749978567E+02 , 2.120000000000000000E+02
8.079910197029481651E+02 , 2.180000000000000000E+02
8.083135855182136993E+02 , 2.080000000000000000E+02
8.086360952033171543E+02 , 2.110000000000000000E+02
8.089585487407812252E+02 , 2.110000000000000000E+02
8.092809461131288344E+02 , 2.160000000000000000E+02
8.096032873028827908E+02 , 2.120000000000000000E+02
8.099255722925656755E+02 , 2.080000000000000000E+02
8.102478010647005249E+02 , 2.070000000000000000E+02
8.105699736018099202E+02 , 2.160000000000000000E+02
8.108920898864168976E+02 , 2.170000000000000000E+02
8.112141499010438110E+02 , 2.200000000000000000E+02
8.115361536282138104E+02 , 2.160000000000000000E+02
8.118581010504494770E+02 , 2.140000000000000000E+02
8.121799921502737334E+02 , 2.170000000000000000E+02
8.125018269102092745E+02 , 2.140000000000000000E+02
8.128236053127789091E+02 , 2.160000000000000000E+02
8.131453273405053324E+02 , 2.140000000000000000E+02
8.134669929759114666E+02 , 2.110000000000000000E+02
8.137886022015200069E+02 , 2.140000000000000000E+02
8.141101549998536484E+02 , 2.160000000000000000E+02
8.144316513534354272E+02 , 2.110000000000000000E+02
8.147530912447880382E+02 , 2.140000000000000000E+02
8.150744746564340630E+02 , 2.080000000000000000E+02
8.153958015708963103E+02 , 2.110000000000000000E+02
8.157170719706977025E+02 , 2.090000000000000000E+02
8.160382858383609346E+02 , 2.150000000000000000E+02
8.163594431564088154E+02 , 2.080000000000000000E+02
8.166805439073642674E+02 , 2.080000000000000000E+02
8.170015880737500993E+02 , 2.120000000000000000E+02
8.173225756380887788E+02 , 2.110000000000000000E+02
8.176435065829031146E+02 , 2.160000000000000000E+02
8.179643808907160292E+02 , 2.130000000000000000E+02
8.182851985440502176E+02 , 2.090000000000000000E+02
8.186059595254287160E+02 , 2.100000000000000000E+02
8.189266638173742194E+02 , 2.070000000000000000E+02
8.192473114024091956E+02 , 2.170000000000000000E+02
8.195679022630566806E+02 , 2.150000000000000000E+02
8.198884363818392558E+02 , 2.160000000000000000E+02
8.202089137412799573E+02 , 2.130000000000000000E+02
8.205293343239014803E+02 , 2.110000000000000000E+02
8.208496981122265197E+02 , 2.140000000000000000E+02
8.211700050887782254E+02 , 2.140000000000000000E+02
8.214902552360787240E+02 , 2.130000000000000000E+02
8.218104485366512790E+02 , 2.100000000000000000E+02
8.221305849730184718E+02 , 2.090000000000000000E+02
8.224506645277031112E+02 , 2.090000000000000000E+02
8.227706871832280058E+02 , 2.060000000000000000E+02
8.230906529221160781E+02 , 2.110000000000000000E+02
8.234105617268901369E+02 , 2.040000000000000000E+02
8.237304135800725362E+02 , 2.150000000000000000E+02
8.240502084641863121E+02 , 2.080000000000000000E+02
8.243699463617542733E+02 , 2.100000000000000000E+02
8.246896272552990013E+02 , 2.170000000000000000E+02
8.250092511273437594E+02 , 2.180000000000000000E+02
8.253288179604110155E+02 , 2.050000000000000000E+02
8.256483277370233509E+02 , 2.060000000000000000E+02
8.259677804397038017E+02 , 2.120000000000000000E+02
8.262871760509750629E+02 , 2.140000000000000000E+02
8.266065145533599434E+02 , 2.090000000000000000E+02
8.269257959293812519E+02 , 2.160000000000000000E+02
8.272450201615616834E+02 , 2.150000000000000000E+02
8.275641872324245014E+02 , 2.050000000000000000E+02
8.278832971244914916E+02 , 2.170000000000000000E+02
8.282023498202862584E+02 , 2.110000000000000000E+02
8.285213453023312695E+02 , 2.110000000000000000E+02
8.288402835531493338E+02 , 2.100000000000000000E+02
8.291591645552632599E+02 , 2.070000000000000000E+02
8.294779882911958566E+02 , 2.060000000000000000E+02
8.297967547434701601E+02 , 2.110000000000000000E+02
8.301154638946082969E+02 , 2.160000000000000000E+02
8.304341157271335305E+02 , 2.130000000000000000E+02
8.307527102235683287E+02 , 2.140000000000000000E+02
8.310712473664358413E+02 , 2.130000000000000000E+02
8.313897271382586496E+02 , 2.120000000000000000E+02
8.317081495215597897E+02 , 2.170000000000000000E+02
8.320265144988615020E+02 , 1.990000000000000000E+02
8.323448220526870500E+02 , 2.160000000000000000E+02
8.326630721655589014E+02 , 2.190000000000000000E+02
8.329812648199999785E+02 , 2.110000000000000000E+02
8.332993999985330902E+02 , 2.160000000000000000E+02
8.336174776836809315E+02 , 2.150000000000000000E+02
8.339354978579665385E+02 , 2.150000000000000000E+02
8.342534605039123790E+02 , 2.150000000000000000E+02
8.345713656040412616E+02 , 2.240000000000000000E+02
8.348892131408761088E+02 , 2.110000000000000000E+02
8.352070030969395020E+02 , 2.050000000000000000E+02
8.355247354547544774E+02 , 2.070000000000000000E+02
8.358424101968438436E+02 , 2.130000000000000000E+02
8.361600273057300683E+02 , 2.080000000000000000E+02
8.364775867639359603E+02 , 2.170000000000000000E+02
8.367950885539846695E+02 , 2.060000000000000000E+02
8.371125326583986634E+02 , 2.110000000000000000E+02
8.374299190597006373E+02 , 2.060000000000000000E+02
8.377472477404136271E+02 , 2.110000000000000000E+02
8.380645186830605553E+02 , 2.120000000000000000E+02
8.383817318701637760E+02 , 2.100000000000000000E+02
8.386988872842462115E+02 , 2.070000000000000000E+02
8.390159849078306706E+02 , 2.080000000000000000E+02
8.393330247234399621E+02 , 2.100000000000000000E+02
8.396500067135968948E+02 , 2.140000000000000000E+02
8.399669308608241636E+02 , 2.110000000000000000E+02
8.402837971476448047E+02 , 2.100000000000000000E+02
8.406006055565811721E+02 , 2.140000000000000000E+02
8.409173560701563019E+02 , 2.130000000000000000E+02
8.412340486708928893E+02 , 2.080000000000000000E+02
8.415506833413137429E+02 , 2.180000000000000000E+02
8.418672600639416714E+02 , 2.080000000000000000E+02
8.421837788212997111E+02 , 2.090000000000000000E+02
8.425002395959101023E+02 , 2.150000000000000000E+02
8.428166423702958809E+02 , 2.070000000000000000E+02
8.431329871269798559E+02 , 2.130000000000000000E+02
8.434492738484848360E+02 , 2.080000000000000000E+02
8.437655025173335162E+02 , 2.070000000000000000E+02
8.440816731160485915E+02 , 2.140000000000000000E+02
8.443977856271533255E+02 , 2.140000000000000000E+02
8.447138400331699586E+02 , 2.070000000000000000E+02
8.450298363166214131E+02 , 2.110000000000000000E+02
8.453457744600304977E+02 , 2.130000000000000000E+02
8.456616544459199076E+02 , 2.120000000000000000E+02
8.459774762568125652E+02 , 2.100000000000000000E+02
8.462932398752316203E+02 , 2.080000000000000000E+02
8.466089452836989722E+02 , 2.100000000000000000E+02
8.469245924647379979E+02 , 2.080000000000000000E+02
8.472401814008712790E+02 , 2.090000000000000000E+02
8.475557120746216242E+02 , 2.160000000000000000E+02
8.478711844685118422E+02 , 2.110000000000000000E+02
8.481865985650648554E+02 , 2.110000000000000000E+02
8.485019543468034726E+02 , 2.090000000000000000E+02
8.488172517962500478E+02 , 2.080000000000000000E+02
8.491324908959277309E+02 , 2.070000000000000000E+02
8.494476716283589894E+02 , 2.150000000000000000E+02
8.497627939760669733E+02 , 2.130000000000000000E+02
8.500778579215742639E+02 , 2.080000000000000000E+02
8.503928634474036699E+02 , 2.150000000000000000E+02
8.507078105360782274E+02 , 2.140000000000000000E+02
8.510226991701201769E+02 , 2.060000000000000000E+02
8.513375293320525543E+02 , 2.110000000000000000E+02
8.516523010043981685E+02 , 2.100000000000000000E+02
8.519670141696799419E+02 , 2.120000000000000000E+02
8.522816688104204559E+02 , 2.120000000000000000E+02
8.525962649091426329E+02 , 2.110000000000000000E+02
8.529108024483691679E+02 , 2.190000000000000000E+02
8.532252814106227561E+02 , 2.050000000000000000E+02
8.535397017784262061E+02 , 2.130000000000000000E+02
8.538540635343024405E+02 , 2.030000000000000000E+02
8.541683666607741543E+02 , 2.070000000000000000E+02
8.544826111403640425E+02 , 2.190000000000000000E+02
8.547967969555952550E+02 , 2.100000000000000000E+02
8.551109240889901457E+02 , 2.140000000000000000E+02
8.554249925230714098E+02 , 2.100000000000000000E+02
8.557390022403621970E+02 , 2.110000000000000000E+02
8.560529532233850887E+02 , 2.070000000000000000E+02
8.563668454546630073E+02 , 2.110000000000000000E+02
8.566806789167188754E+02 , 2.050000000000000000E+02
8.569944535920749331E+02 , 2.090000000000000000E+02
8.573081694632543304E+02 , 2.090000000000000000E+02
8.576218265127797622E+02 , 2.130000000000000000E+02
8.579354247231740374E+02 , 2.100000000000000000E+02
8.582489640769599646E+02 , 2.120000000000000000E+02
8.585624445566601253E+02 , 2.240000000000000000E+02
8.588758661447978966E+02 , 2.130000000000000000E+02
8.591892288238952915E+02 , 2.080000000000000000E+02
8.595025325764755735E+02 , 2.130000000000000000E+02
8.598157773850612102E+02 , 2.030000000000000000E+02
8.601289632321752379E+02 , 2.090000000000000000E+02
8.604420901003402378E+02 , 2.090000000000000000E+02
8.607551579720792461E+02 , 2.110000000000000000E+02
8.610681668299150715E+02 , 2.160000000000000000E+02
8.613811166563700681E+02 , 2.100000000000000000E+02
8.616940074339672719E+02 , 2.140000000000000000E+02
8.620068391452293781E+02 , 2.110000000000000000E+02
8.623196117726793091E+02 , 2.130000000000000000E+02
8.626323252988397599E+02 , 2.130000000000000000E+02
8.629449797062338803E+02 , 2.080000000000000000E+02
8.632575749773837970E+02 , 2.100000000000000000E+02
8.635701110948124324E+02 , 2.090000000000000000E+02
8.638825880410429363E+02 , 2.130000000000000000E+02
8.641950057985977764E+02 , 2.110000000000000000E+02
8.645073643499998752E+02 , 2.100000000000000000E+02
8.648196636777720414E+02 , 2.110000000000000000E+02
8.651319037644370837E+02 , 2.120000000000000000E+02
8.654440845925174699E+02 , 2.120000000000000000E+02
8.657562061445362360E+02 , 2.090000000000000000E+02
8.660682684030161909E+02 , 2.110000000000000000E+02
8.663802713504800295E+02 , 2.140000000000000000E+02
8.666922149694505606E+02 , 2.120000000000000000E+02
8.670040992424507067E+02 , 2.100000000000000000E+02
8.673159241520028218E+02 , 2.080000000000000000E+02
8.676276896806300556E+02 , 2.140000000000000000E+02
8.679393958108551033E+02 , 2.110000000000000000E+02
8.682510425252006598E+02 , 2.060000000000000000E+02
8.685626298061895341E+02 , 2.130000000000000000E+02
8.688741576363446484E+02 , 2.100000000000000000E+02
8.691856259981889252E+02 , 2.170000000000000000E+02
8.694970348742446049E+02 , 2.190000000000000000E+02
8.698083842470347236E+02 , 2.070000000000000000E+02
8.701196740990820899E+02 , 2.130000000000000000E+02
8.704309044129095128E+02 , 2.100000000000000000E+02
8.707420751710399145E+02 , 2.110000000000000000E+02
8.710531863559958765E+02 , 2.070000000000000000E+02
8.713642379503003212E+02 , 2.090000000000000000E+02
8.716752299364757164E+02 , 2.140000000000000000E+02
8.719861622970450981E+02 , 2.140000000000000000E+02
8.722970350145311613E+02 , 2.190000000000000000E+02
8.726078480714568286E+02 , 2.140000000000000000E+02
8.729186014503446813E+02 , 2.140000000000000000E+02
8.732292951337177556E+02 , 2.180000000000000000E+02
8.735399291040986327E+02 , 2.120000000000000000E+02
8.738505033440100078E+02 , 2.120000000000000000E+02
8.741610178359748033E+02 , 2.160000000000000000E+02
8.744714725625158280E+02 , 2.120000000000000000E+02
8.747818675061556632E+02 , 2.080000000000000000E+02
8.750922026494173451E+02 , 2.090000000000000000E+02
8.754024779748237961E+02 , 2.110000000000000000E+02
8.757126934648973702E+02 , 2.070000000000000000E+02
8.760228491021608761E+02 , 2.140000000000000000E+02
8.763329448691373500E+02 , 2.160000000000000000E+02
8.766429807483494869E+02 , 2.110000000000000000E+02
8.769529567223198683E+02 , 2.130000000000000000E+02
8.772628727735718712E+02 , 2.150000000000000000E+02
8.775727288846275087E+02 , 2.120000000000000000E+02
8.778825250380099305E+02 , 2.100000000000000000E+02
8.781922612162419455E+02 , 2.110000000000000000E+02
8.785019374018461349E+02 , 2.080000000000000000E+02
8.788115535773456486E+02 , 2.120000000000000000E+02
8.791211097252628406E+02 , 2.130000000000000000E+02
8.794306058281210881E+02 , 2.090000000000000000E+02
8.797400418684424039E+02 , 2.050000000000000000E+02
8.800494178287499381E+02 , 2.090000000000000000E+02
8.803587336915666128E+02 , 2.110000000000000000E+02
8.806679894394150097E+02 , 2.150000000000000000E+02
8.809771850548179373E+02 , 2.100000000000000000E+02
8.812863205202982044E+02 , 2.140000000000000000E+02
8.815953958183788473E+02 , 2.080000000000000000E+02
8.819044109315821061E+02 , 2.130000000000000000E+02
8.822133658424310170E+02 , 2.090000000000000000E+02
8.825222605334485024E+02 , 2.140000000000000000E+02
8.828310949871571438E+02 , 2.100000000000000000E+02
8.831398691860799772E+02 , 2.130000000000000000E+02
8.834485831127396978E+02 , 2.150000000000000000E+02
8.837572367496587731E+02 , 2.050000000000000000E+02
8.840658300793601256E+02 , 2.130000000000000000E+02
8.843743630843666779E+02 , 2.070000000000000000E+02
8.846828357472012385E+02 , 2.070000000000000000E+02
8.849912480503863890E+02 , 2.120000000000000000E+02
8.852995999764451653E+02 , 2.150000000000000000E+02
8.856078915079002627E+02 , 2.120000000000000000E+02
8.859161226272741487E+02 , 2.110000000000000000E+02
8.862242933170899732E+02 , 2.100000000000000000E+02
8.865324035598704313E+02 , 2.110000000000000000E+02
8.868404533381382180E+02 , 2.120000000000000000E+02
8.871484426344161420E+02 , 2.090000000000000000E+02
8.874563714312272396E+02 , 2.100000000000000000E+02
8.877642397110938646E+02 , 2.100000000000000000E+02
8.880720474565389395E+02 , 2.050000000000000000E+02
8.883797946500852731E+02 , 2.110000000000000000E+02
8.886874812742557879E+02 , 2.090000000000000000E+02
8.889951073115729514E+02 , 2.090000000000000000E+02
8.893026727445599136E+02 , 2.050000000000000000E+02
8.896101775557394831E+02 , 2.130000000000000000E+02
8.899176217276340140E+02 , 2.100000000000000000E+02
8.902250052427663150E+02 , 2.100000000000000000E+02
8.905323280836594222E+02 , 2.080000000000000000E+02
8.908395902328361444E+02 , 2.100000000000000000E+02
8.911467916728191767E+02 , 2.130000000000000000E+02
8.914539323861312141E+02 , 2.060000000000000000E+02
8.917610123552955201E+02 , 2.120000000000000000E+02
8.920680315628339940E+02 , 2.080000000000000000E+02
8.923749899912700130E+02 , 2.130000000000000000E+02
8.926818876231262720E+02 , 2.120000000000000000E+02
8.929887244409253526E+02 , 2.080000000000000000E+02
8.932955004271902908E+02 , 2.100000000000000000E+02
8.936022155644440090E+02 , 2.110000000000000000E+02
8.939088698352087476E+02 , 2.070000000000000000E+02
8.942154632220076564E+02 , 2.110000000000000000E+02
8.945219957073634305E+02 , 2.070000000000000000E+02
8.948284672737989922E+02 , 2.080000000000000000E+02
8.951348779038368093E+02 , 2.090000000000000000E+02
8.954412275799998042E+02 , 2.120000000000000000E+02
8.957475162848112404E+02 , 2.110000000000000000E+02
8.960537440007931309E+02 , 2.120000000000000000E+02
8.963599107104685118E+02 , 2.100000000000000000E+02
8.966660163963603054E+02 , 2.160000000000000000E+02
